"","male","black","white","edu","hours","age","inc_labor","int_id"
"1187",0,0,1,17,2430,36,80640,894
"1205",1,0,1,17,2420,32,94080,4062
"1206",1,0,1,12,3094,36,48000,5954
"1211",0,0,1,17,1608,45,58560,1394
"1212",0,0,1,12,1225,45,18432,3644
"1247",0,0,1,17,1250,32,30720,4726
"1249",1,0,1,14,2853,31,76800,3110
"1289",0,0,1,14,0,30,0,6234
"1290",0,0,1,16,2080,28,53760,6765
"1314",0,0,1,14,1065,28,23040,3328
"1334",0,0,1,12,1417,47,14837.759765625,3032
"1345",1,0,1,17,2243,35,54910.078125,3965
"1358",0,0,1,12,1793,45,23040,1703
"1371",1,0,1,17,1974,40,67601.28125,1634
"1412",0,0,1,12,1687,29,30720,695
"1419",0,0,1,12,560,33,17280,1288
"1490",0,0,1,11,0,47,0,4885
"1495",0,0,1,12,1888,45,34560,5261
"1505",1,0,1,12,2600,45,30336,3417
"1506",0,1,0,14,2400,35,48000,5318
"1511",1,0,1,16,2250,31,86400,4107
"1544",0,0,1,12,2097,38,22295.0390625,6090
"1546",0,0,1,14,1118,37,12366.7197265625,781
"1584",0,0,1,16,1692,45,80640,6566
"1597",1,1,0,14,2004,31,51840,3370
"1608",0,0,1,16,0,52,0,3436
"1612",0,1,0,12,0,36,0,3293
"1626",0,0,1,14,2135,38,33600,998
"1631",0,0,1,16,0,35,0,6223
"1644",0,1,0,16,1040,30,7296,5948
"1647",0,0,1,12,0,35,0,3417
"1662",0,0,1,16,851,50,20736,1989
"1664",0,0,1,12,2016,37,78720,6299
"1674",0,0,1,16,1046,38,12672,5473
"1679",0,0,1,12,522,32,3840,1843
"1734",0,0,1,12,2266,39,33484.80078125,4225
"1751",1,0,1,13,2205,29,48000,33
"1797",0,0,1,16,2000,28,46080,3676
"1834",1,0,1,12,1926,59,33600,2543
"1843",0,0,1,13,1960,27,18240,2906
"1844",1,0,1,12,1920,60,72768,3129
"1847",0,1,0,12,912,30,5184,137
"1863",1,0,1,17,2195,39,95040,2580
"1869",0,0,1,13,2520,31,38400,4150
"1885",0,0,1,12,1480,25,7680,5320
"1889",1,0,1,15,2268,35,80640,3021
"1927",0,0,1,16,1978,25,31584,613
"1945",1,0,1,16,2450,42,161280,5625
"1955",0,0,1,12,0,28,0,4249
"1956",0,0,1,12,235,30,16320,3289
"1981",0,0,1,12,1517,39,32640,2745
"1982",0,0,1,16,0,38,0,5586
"1990",0,0,1,12,1912,41,73344,5844
"2001",0,0,1,16,1500,35,21120,2814
"2010",0,0,1,12,2000,32,28800,6375
"2016",0,0,1,16,606,39,1455.35998535156,3974
"2031",1,0,1,16,3060,49,31737.599609375,3013
"2032",1,0,1,16,2450,41,98616.9609375,1816
"2048",0,0,1,17,0,42,0,6605
"2065",1,0,1,16,0,42,40320,1629
"2077",0,0,1,12,960,31,19200,4518
"2086",0,1,0,17,2080,38,42240,3662
"2094",1,0,1,16,2556,28,52704,3292
"2096",1,0,1,13,2080,58,40320,5438
"2107",1,0,0,12,3556,35,28416,2302
"2147",1,0,1,14,2832,39,45918.71875,4262
"2170",0,0,1,14,2438,27,24960,3309
"2205",1,0,1,13,1620,51,8256,2504
"2209",0,0,1,15,859,42,12480,2721
"2248",0,0,1,14,1518,26,30720,5648
"2249",1,0,1,10,2295,34,42240,4618
"2253",1,0,1,12,2070,33,51840,3514
"2263",1,0,1,16,2430,40,53760,4925
"2269",1,0,1,17,4580,34,211200,7055
"2275",0,1,0,15,2000,38,49920,2234
"2280",0,0,1,11,0,44,0,3269
"2284",0,1,0,14,835,27,7680,5134
"2296",0,1,0,7,1960,38,15360,6710
"2347",1,0,1,16,1974,36,76800,5567
"2355",1,0,1,12,2167,43,21993.599609375,1912
"2357",0,0,1,12,1399,42,13440,2028
"2368",0,0,1,13,420,47,4128,4112
"2374",1,0,0,8,312,35,10560,6505
"2387",0,1,0,16,1970,41,30720,495
"2394",1,0,1,10,2650,45,40320,290
"2404",1,0,1,16,2470,36,55296,5855
"2415",0,0,1,7,2032,51,18679.6796875,4146
"2423",0,0,1,12,1813,31,41472,3552
"2437",1,0,1,17,1974,31,12096,4751
"2443",1,0,1,12,1949,44,79680,1939
"2445",0,0,1,16,0,34,0,5650
"2451",0,0,1,17,1576,40,69120,4669
"2540",0,0,1,12,2500,34,69120,493
"2582",1,0,1,12,2590,39,38016,295
"2586",0,0,1,8,0,59,0,1189
"2609",0,0,1,12,0,41,0,965
"2616",0,0,1,12,0,52,0,623
"2636",0,0,1,12,1215,52,29760,3477
"2654",1,0,1,17,2733,37,147840,3889
"2666",0,1,0,12,0,59,0,2838
"2679",0,0,1,13,1752,26,26880,4205
"2713",1,0,1,15,2500,43,78144,2965
"2733",0,0,1,17,1696,25,30720,4438
"2734",1,0,1,12,2355,39,23040,4767
"2753",1,0,1,14,2450,28,53760,2846
"2791",0,0,1,17,1040,40,34560,6876
"2795",1,0,1,15,3000,33,192000,1222
"2801",1,0,1,12,2294,47,34560,1832
"2807",1,0,1,12,2205,44,35717.76171875,5742
"2855",0,0,1,12,244,37,1728,1687
"2856",1,0,1,12,2018,27,50880,4581
"2866",1,0,1,17,1960,31,58752,5427
"2871",1,0,1,14,2419,38,24401.279296875,143
"2882",1,0,1,14,3440,41,59520,936
"2892",0,0,1,17,0,30,0,1976
"2915",0,0,1,12,623,31,3536.63989257812,5329
"2927",1,0,0,16,1944,38,91793.28125,2501
"2929",1,0,1,11,141,32,1536,5304
"2933",1,0,1,12,1944,33,63360,147
"2954",1,0,1,12,2300,34,6969.60009765625,164
"2997",1,0,1,12,2500,54,15576.9599609375,4803
"3012",0,0,1,16,216,59,3840,896
"3053",0,0,1,16,2125,34,60096,285
"3065",1,0,1,12,2040,31,38400,3577
"3090",0,0,1,15,497,42,6336,1060
"3092",0,0,1,12,752,36,11520,5079
"3098",0,0,1,12,1800,54,45425.28125,6532
"3099",0,0,1,14,1960,60,23961.599609375,5436
"3159",1,0,1,14,2964,39,44352,1605
"3168",0,0,1,14,1388,30,19200,3061
"3195",1,0,1,17,0,31,0,2970
"3253",1,0,1,12,3334,40,38400,2934
"3259",0,0,1,12,1220,35,19200,5881
"3271",1,0,1,16,2580,38,57600,6575
"3277",0,0,1,17,13,40,347.519989013672,6474
"3292",1,0,1,12,2584,31,28800,2789
"3303",0,0,1,12,2160,36,86400,1605
"3306",1,0,1,17,2450,34,71040,5410
"3322",0,0,1,14,2015,25,16120.3203125,3225
"3336",0,0,1,13,2482,29,23040,6726
"3352",0,0,0,12,1944,33,58373.76171875,2501
"3392",0,0,1,12,0,43,0,3114
"3397",1,0,1,12,2156,33,88320,1453
"3412",0,0,0,14,0,39,0,1170
"3419",0,0,1,17,1000,35,48000,6053
"3425",1,0,1,17,2860,39,96576,1455
"3426",0,0,1,14,1428,41,33600,1899
"3444",0,0,1,17,0,35,0,6979
"3449",0,1,0,9,0,33,0,1178
"3454",1,0,1,16,2115,37,44160,2072
"3478",1,0,1,12,2779,36,42432,1013
"3488",0,0,1,17,1818,49,72960,2262
"3493",1,0,1,12,683,26,16320,7079
"3523",1,0,1,12,864,37,19200,5412
"3527",1,0,1,16,2187,30,40498.55859375,6234
"3532",0,0,1,12,1432,47,16704,3325
"3534",0,0,1,16,0,47,0,3755
"3541",1,0,1,12,1510,49,2688,6785
"3545",0,0,1,13,1992,30,2634.23999023438,4247
"3582",1,0,1,17,1988,40,74739.84375,3873
"3591",0,0,0,12,1976,41,27840,6853
"3599",0,0,1,9,2080,33,5491.2001953125,2768
"3601",0,1,0,12,0,27,0,3582
"3627",1,0,1,17,2545,33,65280,610
"3630",1,0,1,15,1635,30,26880,2754
"3646",0,0,1,11,1960,57,29452.80078125,1240
"3672",0,0,1,12,1504,55,27264,2329
"3676",1,0,1,17,1460,54,86400,1892
"3710",0,0,1,16,2080,40,32640,1713
"3714",0,0,1,12,2192,29,59520,4860
"3726",0,0,1,16,1709,27,96000,3608
"3762",0,0,1,15,1664,48,24925.439453125,3819
"3772",0,0,1,17,3172,43,92160,2807
"3780",1,0,1,13,2040,55,28800,5550
"3814",0,0,1,12,2080,35,31680,2708
"3818",1,0,1,12,2158,30,74304,4710
"3830",1,0,0,14,1920,53,81847.6796875,7015
"3872",0,0,1,13,325,26,2304,3326
"3886",0,0,1,17,1629,42,38400,34
"3951",1,0,1,16,3845,43,74547.84375,4074
"3953",0,0,1,16,2040,38,49920,2892
"3958",0,0,1,13,0,40,0,1280
"3972",1,0,1,11,2394,27,40320,3442
"3980",1,0,1,10,2246,51,78768,5224
"4044",0,0,1,16,0,26,0,5840
"4071",1,0,1,12,2820,31,45336.9609375,3591
"4080",1,0,1,16,3120,33,92160,3374
"4082",0,0,1,16,2573,34,384,5203
"4112",0,0,1,12,1000,26,11520,2544
"4116",1,0,1,13,1860,54,39118.078125,817
"4127",0,0,1,12,1451,25,8323.2001953125,5940
"4128",1,0,1,14,2940,36,88320,2491
"4131",0,0,1,12,1865,38,53760,3939
"4140",1,0,1,12,1300,31,0,2726
"4151",0,1,0,12,1040,54,15360,5420
"4157",1,0,1,17,3797,40,99840,5473
"4190",0,0,1,17,2115,42,86400,6020
"4192",0,0,1,14,2920,33,42240,1464
"4197",0,0,1,16,0,38,0,3873
"4224",1,0,1,12,768,38,28800,7088
"4225",1,0,1,11,3880,31,38400,895
"4231",0,0,1,16,1710,37,40320,3529
"4251",1,0,1,15,2205,35,105600,1763
"4263",1,0,1,12,2130,25,23040,1109
"4275",0,0,1,16,2940,34,92160,1392
"4283",1,0,1,17,1930,47,85440,429
"4323",0,0,1,16,684,27,8064,4552
"4333",1,0,1,16,2122,48,157440,6022
"4342",0,0,1,11,1754,30,9600,3903
"4365",1,1,0,12,1722,31,14208,779
"4377",0,0,1,16,2054,39,48950.3984375,1521
"4397",1,0,1,11,2041,48,15461.759765625,3500
"4434",0,0,1,13,1760,29,42240,1737
"4448",0,0,1,12,2240,34,11520,4781
"4459",1,0,1,15,2241,34,21120,2437
"4466",0,0,1,13,780,31,15360,6057
"4477",1,0,1,12,2522,46,11715.83984375,3975
"4502",1,0,1,16,2362,29,55680,5565
"4509",1,0,1,17,2500,28,57600,6177
"4513",0,0,1,15,0,30,0,2275
"4529",0,0,1,14,2083,47,55680,169
"4535",0,0,1,13,520,29,1075.19995117188,3159
"4591",1,0,1,17,2450,35,69120,797
"4636",1,0,1,16,2619,31,72960,4969
"4671",0,0,1,13,0,34,0,797
"4766",0,0,1,16,2618,26,33177.6015625,1393
"4768",1,1,0,11,0,52,0,3193
"4772",1,0,1,16,2500,34,80640,3256
"4778",0,0,1,12,1050,36,11061.1201171875,5675
"4781",1,0,1,12,2696,36,44951.0390625,850
"4801",0,0,1,13,2550,48,34560,4536
"4806",0,0,1,17,1871,35,41030.3984375,2398
"4818",0,0,1,12,1944,56,69120,3799
"4855",0,0,1,13,1144,38,20774.400390625,4638
"4857",1,0,1,14,705,43,90240,4771
"4869",0,0,1,12,0,36,0,5710
"4876",0,0,1,12,809,45,5376,2729
"4881",1,1,0,13,1600,32,11520,6130
"4893",1,0,1,17,1177,27,30720,6007
"4894",0,0,1,14,1960,38,30720,5008
"4922",1,0,1,17,1611,37,57600,2444
"4948",0,0,1,12,387,34,2887.67993164062,2726
"4961",0,0,1,17,0,57,0,4032
"4965",1,0,1,17,2250,33,149760,6223
"4978",0,1,0,13,1920,28,32640,6602
"4999",0,0,1,12,0,31,0,4049
"5026",0,0,0,12,0,28,0,3932
"5033",1,0,1,11,3570,36,32227.19921875,2620
"5052",0,0,1,12,0,31,0,4947
"5094",0,0,1,17,343,39,7104,4009
"5097",0,0,1,12,0,51,0,4169
"5110",0,0,1,12,1300,32,9600,160
"5117",1,0,1,12,2460,27,40771.19921875,2877
"5121",1,0,1,12,1874,60,78960,4481
"5142",0,0,1,10,0,59,0,201
"5144",0,0,1,12,0,55,0,2384
"5146",0,0,1,15,2218,36,59520,588
"5160",1,0,1,14,2450,26,80640,2673
"5163",1,0,1,16,2322,44,46080,6668
"5186",0,0,1,14,1984,38,23040,595
"5188",1,0,1,16,3060,42,134400,5335
"5200",1,0,1,16,1976,37,56160,1044
"5209",0,0,1,16,1488,25,46080,436
"5236",0,0,1,17,2028,28,61440,969
"5300",0,0,1,17,1341,57,17450.880859375,564
"5301",0,0,1,12,2000,53,30720,3922
"5347",0,0,1,10,1800,47,11520,5068
"5366",1,0,1,12,2070,55,61440,6900
"5382",0,0,1,15,1976,46,16174.080078125,688
"5434",1,0,1,14,1940,32,67200,5472
"5439",1,1,0,13,2340,39,71040,264
"5468",0,0,1,12,2058,26,18816,1838
"5470",0,0,1,15,1397,30,14400,2128
"5487",0,0,1,9,1075,49,14208,4952
"5496",0,0,1,14,2205,26,34368,610
"5522",1,0,1,16,2097,35,71040,3923
"5558",1,0,1,11,977,33,25921.919921875,2230
"5562",0,0,1,12,2960,26,32640,3148
"5608",1,0,1,17,2354,37,62400,5465
"5614",1,0,1,17,2075,30,72960,5111
"5638",0,0,1,14,0,60,0,1748
"5654",0,0,1,12,0,28,0,6773
"5662",0,1,0,12,132,34,768,4218
"5683",0,0,1,14,1976,32,21888,850
"5685",1,0,1,13,2586,32,56448,4118
"5690",1,0,1,13,1780,27,24960,5149
"5691",0,0,1,12,0,30,0,6731
"5702",1,0,1,16,2200,41,103680,2492
"5708",0,0,1,14,0,38,0,276
"5736",1,0,1,14,2440,42,95919.359375,293
"5738",1,0,1,16,2750,38,156182.40625,2893
"5810",0,0,1,11,980,56,9600,1920
"5817",1,0,1,12,2550,28,38400,1351
"5841",1,0,1,12,2000,48,32640,2201
"5850",0,0,1,12,2140,53,65280,3453
"5859",0,1,0,16,1880,38,67200,3373
"5868",1,0,1,16,2024,42,58560,163
"5890",0,0,1,12,1785,42,15936,2844
"5909",0,0,1,12,2500,59,44160,1910
"5929",0,0,1,16,688,32,3840,1244
"5935",0,0,1,13,1860,37,22510.080078125,3282
"5983",1,0,1,12,2040,43,66240,4712
"6018",0,0,1,12,0,36,0,5370
"6044",1,0,1,16,1993,33,80400,5132
"6051",1,0,1,16,2200,51,0,3524
"6053",0,0,1,17,416,34,9600,4576
"6055",1,1,0,17,1904,40,74112,3373
"6070",0,0,1,14,0,33,0,7073
"6098",1,0,1,16,2490,33,128640,1441
"6117",1,0,1,10,3640,47,11174.400390625,986
"6141",0,0,1,16,0,25,0,2206
"6151",0,0,1,14,1824,27,43200,1607
"6153",0,0,1,16,2450,30,61440,5744
"6170",0,0,1,17,1458,31,15360,6871
"6190",0,0,1,16,0,42,0,5591
"6203",0,0,1,14,2068,37,15360,1503
"6209",1,0,0,12,2360,30,40320,5413
"6217",0,0,1,11,0,49,0,2574
"6220",0,0,1,12,0,47,0,5563
"6228",0,0,1,10,1970,47,29126.400390625,3754
"6260",0,0,1,12,736,42,7680,4301
"6281",1,0,1,17,1549,33,138240,782
"6295",0,0,1,12,780,38,5760,5787
"6300",0,0,1,17,2568,50,103680,3463
"6397",1,0,1,12,2450,55,96000,2278
"6421",0,0,1,14,2000,32,49920,147
"6452",0,0,1,12,0,42,0,4719
"6457",1,0,1,12,2580,36,32236.80078125,5183
"6495",0,0,1,14,2040,60,26880,4774
"6503",0,0,1,17,1935,41,46080,360
"6535",0,0,1,17,2147,36,37843.19921875,3488
"6574",0,0,1,12,1440,33,21120,5342
"6592",1,0,1,12,1982,28,25584,3205
"6608",0,0,1,12,0,52,0,2819
"6623",1,0,1,14,2223,36,46080,2019
"6644",0,0,1,11,2160,50,0,1851
"6645",1,0,1,16,2205,42,74880,5925
"6681",0,0,1,12,2128,30,21120,4240
"6686",0,0,1,7,2940,55,39936,6547
"6703",1,0,1,12,1711,35,21120,7042
"6729",0,1,0,12,2104,39,44160,1284
"6753",1,0,1,17,2730,30,95040,3987
"6821",1,0,1,13,1962,34,54336,5644
"6859",1,0,1,17,2550,31,61440,5661
"6867",0,0,1,12,2064,39,26880,2746
"6872",1,0,1,13,1974,49,69120,3871
"6882",1,0,1,16,1896,39,61440,6363
"6902",0,1,0,12,168,27,960,2795
"6907",0,0,1,12,0,58,0,4648
"6912",0,0,1,12,3060,57,7528.31982421875,6709
"6931",0,0,1,12,1594,42,12480,4399
"6942",1,0,1,12,2000,60,53760,3701
"6961",0,0,1,11,0,36,0,5511
"7023",0,0,1,12,3020,50,21120,1256
"7031",1,0,1,12,2062,54,19200,2916
"7055",0,0,1,13,0,36,0,6634
"7061",1,0,1,16,3374,36,172800,5744
"7081",1,0,1,12,2295,29,55680,1059
"7087",0,0,1,12,2450,45,192000,1316
"7089",0,0,1,11,2180,44,21504,90
"7104",1,0,1,16,2964,38,79645.4375,1949
"7111",0,0,1,14,3500,35,44640,1489
"7142",0,0,1,16,1848,40,86400,6475
"7153",1,0,1,16,2400,46,163200,7040
"7159",1,0,1,17,2040,42,42681.6015625,3790
"7177",0,0,1,12,2340,27,30720,6159
"7211",1,0,1,9,1960,31,30720,5557
"7213",0,0,1,12,1940,37,36480,821
"7216",0,0,1,12,0,34,0,6477
"7218",1,0,1,12,2205,32,69600,5857
"7220",0,0,1,12,2194,30,34560,2907
"7228",0,0,1,12,0,50,0,4273
"7254",0,0,1,12,0,57,0,259
"7276",1,0,1,17,0,28,0,4730
"7278",0,0,1,16,1904,34,51840,1028
"7283",1,0,1,12,2080,38,24960,4823
"7298",0,0,1,12,0,60,0,2842
"7330",1,0,1,17,3722,35,126253.4375,6771
"7333",1,0,1,10,1208,42,32256,6405
"7347",0,0,1,16,1737,38,42240,4385
"7349",0,0,1,12,2040,56,16320,3701
"7350",1,0,1,14,1912,45,74880,967
"7358",1,0,1,13,1568,40,21120,1101
"7363",0,0,1,12,2040,40,40320,350
"7367",0,0,1,12,1000,33,11904,1314
"7403",1,0,1,6,1359,60,66624,1167
"7405",1,0,1,14,3060,42,36480,4301
"7415",0,0,1,12,1920,34,42240,3824
"7423",1,0,1,13,2288,25,24960,157
"7445",0,0,1,14,0,41,0,6191
"7448",1,0,1,12,1000,31,0,3392
"7483",0,0,1,12,0,56,0,4424
"7496",0,0,1,17,1673,39,48000,6937
"7505",1,0,1,12,2072,27,25920,310
"7524",1,0,1,17,0,31,0,4956
"7543",0,0,1,17,233,40,2688,2893
"7555",1,0,1,10,2448,48,26860.80078125,4096
"7568",0,0,1,17,792,30,8640,2452
"7585",1,0,1,14,2185,43,42240,4560
"7610",1,0,1,12,1779,28,26880,4815
"7635",1,0,1,17,2794,25,32640,4504
"7686",0,0,1,8,2012,38,25344,3232
"7746",0,0,1,13,1912,55,28800,1581
"7800",1,0,1,13,2165,43,43776,4314
"7827",1,0,1,8,2525,40,20160,484
"7837",1,0,1,17,1928,40,61440,2175
"7853",0,0,1,12,1129,34,16097.2802734375,5374
"7856",1,0,1,13,2976,41,57600,4028
"7878",0,0,1,12,1260,44,53760,6668
"7891",0,0,1,12,2550,34,19200,4562
"7892",1,0,1,12,2750,32,57600,2328
"7896",1,0,1,17,2990,31,80640,3187
"7902",1,1,0,11,1818,41,15360,1184
"7924",1,0,1,12,1900,36,44160,5081
"7988",0,0,1,15,1615,40,46080,4852
"8007",1,0,1,14,2450,28,47314.55859375,5813
"8013",1,0,1,17,1028,27,16704,969
"8020",1,0,1,14,1950,36,68352,3198
"8028",0,0,1,14,2205,29,22656,845
"8061",1,0,1,14,1144,31,20814.720703125,3279
"8081",1,1,0,14,1976,36,49920,2539
"8085",0,1,0,12,1864,31,36864,2539
"8088",0,0,1,14,1504,40,24960,163
"8129",0,0,1,14,2500,48,32640,662
"8151",0,0,1,16,0,54,0,4122
"8152",0,0,1,14,0,26,0,6356
"8154",0,0,1,12,1044,57,23040,2417
"8156",1,1,0,11,240,30,1920,6534
"8190",1,0,1,12,1996,32,71040,6635
"8204",1,0,1,10,0,34,0,2200
"8205",0,1,0,12,1616,29,24000,1065
"8214",0,0,1,12,344,56,4800,1580
"8242",1,0,1,13,3012,42,59520,1486
"8247",1,0,1,14,2140,46,101760,2177
"8258",1,0,1,13,2162,30,70934.3984375,467
"8303",0,0,1,16,1442,50,38400,6782
"8310",0,0,1,13,0,25,0,5733
"8322",0,0,1,14,2350,55,67584,5508
"8338",0,0,1,12,2080,25,11059.2001953125,4110
"8339",1,0,1,14,2375,32,67200,1175
"8345",0,0,1,14,1952,40,52300.80078125,6400
"8346",0,0,1,12,0,29,0,1453
"8357",0,0,1,12,2352,34,28800,4284
"8359",1,0,1,16,2281,34,74311.6796875,1069
"8391",0,0,1,16,1372,41,17664,5025
"8405",1,0,1,12,2277,30,46080,2518
"8423",0,0,1,14,1218,35,19200,2472
"8424",0,0,1,14,1950,33,8640,3832
"8483",0,0,1,14,2264,30,55795.19921875,4262
"8490",0,0,1,14,2548,38,48000,7048
"8508",1,0,1,16,2286,32,69120,6251
"8509",0,0,1,12,0,57,0,607
"8513",0,0,1,13,348,28,1824,2308
"8527",1,0,1,16,2708,37,26880,2841
"8535",0,0,1,16,0,39,0,1709
"8551",0,0,1,16,144,46,5760,7040
"8573",1,0,1,16,2024,41,172800,1739
"8580",1,0,1,17,1900,40,49344,475
"8591",1,0,1,17,1760,59,26361.599609375,3819
"8597",0,1,0,13,1920,51,45120,979
"8620",1,0,1,12,1831,31,69120,983
"8624",0,0,1,16,840,34,26880,5012
"8630",1,0,1,12,3080,31,11097.599609375,3476
"8631",1,0,1,16,2930,27,19200,1786
"8637",0,0,1,11,2170,28,65280,1257
"8645",0,0,1,2,0,59,0,1861
"8683",0,0,1,16,2295,31,56640,1375
"8704",0,0,1,12,0,60,0,4681
"8710",1,0,1,17,1960,36,74208,5212
"8716",1,0,1,12,280,32,0,1561
"8727",0,0,1,12,2020,26,23040,4109
"8734",1,0,1,17,2480,30,86400,3344
"8738",1,0,1,12,2016,44,51840,162
"8743",1,0,1,14,1320,28,15360,5634
"8798",1,1,0,9,2392,36,36480,4218
"8815",0,0,1,13,1830,56,54720,3320
"8817",0,0,1,12,1920,28,32640,3795
"8836",0,0,1,12,1855,40,43104,1050
"8847",1,0,0,17,2436,45,53760,4909
"8866",0,0,1,12,2600,43,24000,3186
"8878",1,0,1,17,1600,42,72499.203125,6634
"8886",1,0,1,13,3500,39,48000,6392
"8902",0,0,1,12,0,33,0,3074
"8907",0,0,1,12,2056,35,46080,5566
"8908",1,0,1,17,1719,31,31680,3233
"8946",0,0,1,16,1872,37,96000,6205
"8954",1,0,1,16,2244,35,129600,5743
"8955",1,0,1,17,960,30,88320,5929
"8961",0,0,1,12,2193,52,10560,2187
"8974",1,0,1,16,2110,60,130560,2066
"8975",0,0,1,16,1887,43,58752,3438
"8976",1,0,1,17,2370,40,118780.796875,5214
"8979",1,0,1,16,2016,38,99840,2022
"8983",0,0,1,16,1120,41,18126.720703125,6058
"8990",0,0,1,12,0,56,0,2066
"8993",0,0,1,17,1832,48,88320,5802
"9021",1,0,1,12,1920,58,36480,192
"9025",0,0,1,17,160,30,4800,5063
"9038",0,0,1,13,2000,35,36480,1563
"9061",1,0,0,15,1739,33,22272,3911
"9062",0,0,1,17,1780,36,38400,6124
"9066",1,0,0,8,2400,41,71040,2446
"9089",1,0,1,16,2607,29,99840,5197
"9146",0,0,1,13,2250,33,11520,1557
"9158",1,0,1,17,2753,58,119616,4433
"9195",1,0,1,12,1256,43,48000,5261
"9218",0,0,1,12,1938,54,28800,72
"9239",1,0,1,12,4560,27,109440,7089
"9247",0,0,1,12,2058,27,44160,3207
"9251",0,0,1,12,2450,41,38400,2350
"9271",0,0,1,12,1968,36,15360,635
"9291",0,0,1,16,500,34,4800,6132
"9295",0,0,1,13,1608,27,24960,3125
"9296",1,0,1,12,2756,41,23040,931
"9324",0,0,1,12,0,47,0,689
"9344",1,0,1,14,2500,36,76800,4325
"9371",0,0,1,17,1583,45,57600,5845
"9426",0,0,1,14,104,37,7680,2954
